Name,MexState,Source,Year,LonX,LatY,OBJECTID,it_ID,it_GZ_ID,Region,Type,YearStart,YearEnd,it_Etnia_principal,GZ_label,GZ_partido_generico,GZ_provincia_generica,GZ_categoria_especial,Country,NameFull,NameVariants,NameModernDiff,Evang,ImportanciaRank,Notes,PopTotal,1782,Tributarios_Indios,HypotheticalTributarios_NonIndios,HypotheticalTributarios_Total,Eclesiasticos,Pop_Blancos,Casados_Blancos,Solteros_Blancos,MenM_Blancos,Casadas_Blancos,Solteras_Blancos,MenF_Blancos,Viudos_Blancos,Viudas_Blancos,Fam_Blancos,Pop_Indios,Casados_Indios,Solteros_Indios,MenM_Indios,Casadas_Indios,Solteras_Indios,MenF_Indios,Viudos_Indios,Viudas_Indios,Fam_Indios,Pop_Indefinidos,Casados_Indefinidos,Solteros_Indefinidos,MenM_Indefinidos,Casadas_Indefinidos,Solteras_Indefinidos,MenF_Indefinidos,Viudos_Indefinidos,Viudas_Indefinidos,Fam_Indefinidos,Pop_Mestizos,Casados_Mestizos,Solteros_Mestizos,MenM_Mestizos,Casadas_Mestizos,Solteras_Mestizos,MenF_Mestizos,Viudos_Mestizos,Viudas_Mestizos,Fam_Mestizos,Pop_Castas,Casados_Castas,Solteros_Castas,MenM_Castas,Casadas_Castas,Solteras_Castas,MenF_Castas,Viudos_Castas,Viudas_Castas,Fam_Castas,Pop_Negros,Casados_Negros,Solteros_Negros,MenM_Negros,Casadas_Negros,Solteras_Negros,MenF_Negros,Viudos_Negros,Viudas_Negros,Fam_Negros,Pop_NMCI,Casados_NMCI,Solteros_NMCI,MenM_NMCI,Casadas_NMCI,Solteras_NMCI,MenF_NMCI,Viudos_NMCI,Viudas_NMCI,Fam_NMCI,Pop_NonIndios,Casados_NonIndios,Solteros_NonIndios,MenM_NonIndios,Casadas_NonIndios,Solteras_NonIndios,MenF_NonIndios,Viudos_NonIndios,Viudas_NonIndios,Fam_NonIndios,Pop_Total,Casados_Total,Solteros_Total,MenM_Total,Casadas_Total,Solteras_Total,MenF_Total,Viudos_Total,Viudas_Total,Fam_Total
Ixcateopan,Guerrero,sanchez-santiro,1778,-99.793611,18.503056,332,359,1001888,Nueva Espana,Curato,1777,1779,,Ixcateopan,Ixcateopan,Mexico,Pueblo de indios,Mexico,Asuncion Ixcateopan,Excateopam|,None,Asuncion,5,,3975,,931,198.5,1129.5,1,332,50,44,73,50,24,72,8,10,69,3291,663,230,714,663,160,715,39,107,806,0,0,0,0,0,0,0,0,0,0,167,33,14,35,33,15,34,0,3,37,185,34,21,36,34,18,36,0,6,43,0,0,0,0,0,0,0,0,0,0,352,67,35,71,67,33,70,0,9,80,684,117,79,144,117,57,142,8,19,149,3975,780,309,858,780,217,857,47,126,955
Coatepec,Guerrero,sanchez-santiro,1778,-99.721111,18.340278,333,360,1001881,Nueva Espana,Curato,1777,1779,,Coatepec de los Costales,Ixcateopan,Mexico,Pueblo de indios,Mexico,San Francisco Coatepec de los Costales,None,None,San Francisco,6,,3404,,872.5,39.5,912,1,34,4,8,6,4,5,6,0,0,4,3220,718,93,738,718,79,737,40,97,855,0,0,0,0,0,0,0,0,0,0,18,0,1,7,0,2,8,0,0,5,132,23,5,39,23,4,38,0,0,23,0,0,0,0,0,0,0,0,0,0,150,23,6,46,23,6,46,0,0,28,184,27,14,52,27,11,52,0,0,32,3404,745,107,790,745,90,789,40,97,887
Apaxtla,Guerrero,sanchez-santiro,1778,-99.931667,18.129722,334,361,1001877,Nueva Espana,Curato,1777,1779,,Apaxtla,Ixcateopan,Mexico,Pueblo de indios,Mexico,Purificacion Apaxtla,None,None,Purificacion,6,,2587,,672.5,29,701.5,1,20,1,4,7,0,1,6,0,0,5,2483,488,135,569,488,130,569,38,66,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,14,11,16,14,9,17,0,3,17,0,0,0,0,0,0,0,0,0,0,84,14,11,16,14,9,17,0,3,17,104,15,15,23,14,10,23,0,3,22,2587,503,150,592,502,140,592,38,69,508
Alahuistlan,Guerrero,sanchez-santiro,1778,-100.0375,18.572778,335,362,1001875,Nueva Espana,Curato,1777,1779,,Alahuixtlan,Ixcateopan,Mexico,Pueblo de indios,Mexico,San Juan Alahuixtlan,None,None,San Juan,6,,3597,,978.5,32,1010.5,2,66,12,1,19,13,0,19,0,0,12,3473,723,192,759,722,135,758,56,128,788,0,0,0,0,0,0,0,0,0,0,25,6,0,5,6,1,6,1,0,7,33,10,2,4,11,2,3,0,1,14,0,0,0,0,0,0,0,0,0,0,58,16,2,9,17,3,9,1,1,21,124,28,3,28,30,3,28,1,1,33,3597,751,195,787,752,138,786,57,129,821
Acapetlahuan,Guerrero,sanchez-santiro,1778,-100.072222,18.418889,336,363,1001871,Nueva Espana,Curato,1777,1779,,Acapetlahuaya,Ixcateopan,Mexico,Pueblo de indios,Mexico,San Juan Bautista Acapetlahuaya,None,None,San Juan Bautista,6,,4437,,1262.5,24.5,1287,2,23,3,5,3,3,3,3,0,1,4,4339,1070,129,907,1070,91,907,58,107,1060,69,11,4,18,11,6,19,0,0,22,6,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,4,20,12,6,21,0,0,23,98,15,9,23,15,9,24,0,1,27,4437,1085,138,930,1085,100,931,58,108,1087
Tezicapam,Mexico,sanchez-santiro,1778,-99.765115,18.700162,337,364,1001868,Nueva Espana,Curato,1777,1779,,Texicapan,Zacualpan,Mexico,Real de minas,Mexico,Texicapan,None,None,None,5,,2220,,466,189,655,1,84,18,7,14,18,8,13,5,0,19,1562,341,102,316,340,66,315,30,52,350,0,0,0,0,0,0,0,0,0,0,280,52,24,55,52,21,56,9,11,55,293,52,23,71,52,11,70,6,8,55,1,0,0,0,0,0,0,1,0,0,574,104,47,126,104,32,126,16,19,110,658,122,54,140,122,40,139,21,19,129,2220,463,156,456,462,106,454,51,71,479
Xochicoatlan,Hidalgo,sanchez-santiro,1778,-98.678056,20.776389,338,365,1001860,Nueva Espana,Curato,1777,1779,,Xochicoatlan,Sochicoatlan,Mexico,Pueblo de indios,Mexico,San Nicolas Xochicoatlan,None,None,San Nicolas,5,,2989,,721.5,169.5,891,1,69,10,11,13,10,9,13,0,2,21,2424,572,80,490,572,98,491,53,68,695,0,0,0,0,0,0,0,0,0,0,395,74,36,76,74,33,75,2,25,105,101,16,5,24,16,13,24,0,3,19,0,0,0,0,0,0,0,0,0,0,496,90,41,100,90,46,99,2,28,124,565,100,52,113,100,55,112,2,30,145,2989,672,132,603,672,153,603,55,98,840
Santa Caterina Xochiatipam,Hidalgo,sanchez-santiro,1778,-98.285833,20.833889,339,366,1001859,Nueva Espana,Curato,1777,1779,,Xochiatipan,Yahualica,Mexico,Pueblo de indios,Mexico,Santa Catarina Xochiatipan,None,None,Santa Catarina,6,,2739,,885.5,9.5,895,1,6,1,2,0,1,0,0,1,0,2,2710,597,239,469,597,154,470,41,143,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,3,4,4,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0,23,4,3,4,4,1,5,0,2,4,29,5,5,4,5,1,5,1,2,6,2739,602,244,473,602,155,475,42,145,779
Huazalinco,Hidalgo,sanchez-santiro,1778,-98.5075,20.979722,340,367,1001842,Nueva Espana,Curato,1777,1779,,Huazalingo,Yahualica,Mexico,Pueblo de indios,Mexico,San Jose Huazalingo,None,None,San Jose,6,,3044,,883,10,893,1,4,1,0,0,1,0,0,0,1,1,3016,609,228,625,609,150,625,32,138,609,0,0,0,0,0,0,0,0,0,0,24,4,3,3,4,4,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,3,3,4,4,4,1,1,4,28,5,3,3,5,4,4,1,2,5,3044,614,231,628,614,154,629,33,140,614
Calnale,Hidalgo,sanchez-santiro,1778,-98.583333,20.897222,341,368,1001833,Nueva Espana,Curato,1777,1779,,Calnali,Sochicoatlan,Mexico,Pueblo de indios,Mexico,San Marcos Calnali,None,None,San Marcos,6,,1358,,284.5,4.5,289,1,17,2,3,4,1,1,4,0,1,5,1341,194,33,386,194,33,386,36,79,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,4,1,1,4,0,1,5,1358,196,36,390,195,34,390,36,80,355
Milpa Alta,Ciudad de Mexico,sanchez-santiro,1778,-99.023056,19.192222,342,369,1001810,Nueva Espana,Curato,1777,1779,,Milpa Alta,Xochimilco,Mexico,Pueblo de indios,Mexico,Asuncion Milpa Alta,None,None,Asuncion,6,,6496,,1805.5,49,1854.5,3,30,8,2,3,7,1,3,1,2,3,6294,1346,218,1341,1347,300,1341,85,316,985,0,0,0,0,0,0,0,0,0,0,146,21,11,41,21,8,40,1,3,21,26,3,1,7,3,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,172,24,12,48,24,12,48,1,3,24,202,32,14,51,31,13,51,2,5,27,6496,1378,232,1392,1378,313,1392,87,321,1012
Zinguiluca,Hidalgo,sanchez-santiro,1778,-98.516944,19.967778,343,370,1001794,Nueva Espana,Curato,1777,1779,,Singuilucan,Tulancingo,Mexico,Pueblo de indios,Mexico,San Antonio Singuilucan,None,None,San Antonio,4,,1226,,92.5,260,352.5,2,597,102,67,123,102,55,124,4,18,102,316,54,26,65,54,31,66,4,16,63,0,0,0,0,0,0,0,0,0,0,243,46,10,57,47,19,56,1,7,21,70,11,9,13,11,10,14,2,0,11,0,0,0,0,0,0,0,0,0,0,313,57,19,70,58,29,70,3,7,32,910,159,86,193,160,84,194,7,25,134,1226,213,112,258,214,115,260,11,41,197
Huascazaloy,Hidalgo,sanchez-santiro,1778,-98.575278,20.202778,344,371,1001754,Nueva Espana,Curato,1777,1779,,Huasca,Tulancingo,Mexico,Pueblo de indios,Mexico,San Juan Bautista Huasca,Huascasaloya| Guazca Saloya,None,San Juan Bautista,5,,4221,,731.5,731.5,1463,2,1387,212,245,190,212,245,191,18,72,277,2165,425,231,351,425,233,351,18,131,506,0,0,0,0,0,0,0,0,0,0,539,96,73,82,96,77,82,2,31,120,130,22,18,23,23,18,22,0,4,28,0,0,0,0,0,0,0,0,0,0,669,118,91,105,119,95,104,2,35,148,2056,330,336,295,331,340,295,20,107,425,4221,755,567,646,756,573,646,38,238,931
Atotonilco el Grande,Hidalgo,sanchez-santiro,1778,-98.67,20.286111,345,372,1001752,Nueva Espana,Curato,1777,1779,,Atotonilco,Tulancingo,Mexico,Pueblo de indios,Mexico,San Agustin Atotonilco (El Grande),Atotonilco El Grande,None,San Agustin,5,,8379,,1402.5,1779,3181.5,3,2048,350,405,222,350,389,222,22,85,367,3793,797,558,493,798,425,494,48,180,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,337,380,290,337,781,291,27,95,513,0,0,0,0,0,0,0,0,0,0,2538,337,380,290,337,781,291,27,95,513,4586,687,785,512,687,1170,513,49,180,880,8379,1484,1343,1005,1485,1595,1007,97,360,1833
Acatlan,Hidalgo,sanchez-santiro,1778,-98.437778,20.143889,346,373,1001746,Nueva Espana,Curato,1777,1779,,Acatlan,Tulancingo,Mexico,Pueblo de indios,Mexico,San Miguel Acatlan,None,None,San Miguel,6,,1424,,359.5,114,473.5,1,217,36,40,32,36,34,33,0,5,41,1088,201,139,185,200,127,185,6,45,254,0,0,0,0,0,0,0,0,0,0,85,14,14,17,14,6,17,0,3,20,34,4,9,4,5,8,3,0,1,8,0,0,0,0,0,0,0,0,0,0,119,18,23,21,19,14,20,0,4,28,336,54,63,53,55,48,53,0,9,69,1424,255,202,238,255,175,238,6,54,323
Tepetitlan,Hidalgo,sanchez-santiro,1778,-99.380833,20.186667,347,374,1001739,Nueva Espana,Curato,1777,1779,,Tepetitlan,Tula,Mexico,Pueblo de indios,Mexico,San Bartolome Tepetitlan,None,None,San Bartolome,6,,3988,,852.5,304.5,1157,2,376,57,45,75,57,48,75,5,12,80,2976,570,192,636,569,192,636,58,123,762,0,0,0,0,0,0,0,0,0,0,479,111,37,79,111,41,79,5,16,113,157,12,23,47,12,13,46,0,4,22,0,0,0,0,0,0,0,0,0,0,636,123,60,126,123,54,125,5,20,135,1012,180,105,201,180,102,200,10,32,215,3988,750,297,837,749,294,836,68,155,977
Tepeji Del Rio,Hidalgo,sanchez-santiro,1778,-99.341389,19.903889,348,375,1001738,Nueva Espana,Curato,1777,1779,,Tepeji del Rio,Tula,Mexico,Pueblo de indios,Mexico,San Francisco Tepeji del Rio,None,None,San Francisco,6,,6296,,1246.5,712,1958.5,4,1232,231,153,193,231,141,194,20,65,392,4055,890,330,780,891,206,781,60,117,1051,0,0,0,0,0,0,0,0,0,0,621,102,99,130,103,19,130,7,31,140,388,46,54,83,45,65,83,3,9,59,0,0,0,0,0,0,0,0,0,0,1009,148,153,213,148,84,213,10,40,199,2241,379,306,406,379,225,407,30,105,591,6296,1269,636,1186,1270,431,1188,90,222,1642
Zumpango del Rio,Guerrero,sanchez-santiro,1778,-99.526389,17.651944,349,376,1001693,Nueva Espana,Curato,1777,1779,,Zumpango del Rio,Tixtla,Mexico,Pueblo de indios,Mexico,Santiago Zumpango del Rio,None,None,Santiago,6,,6069,,1210.5,637,1847.5,4,801,137,72,157,137,99,158,13,24,119,4012,837,301,795,837,256,796,30,160,987,0,0,0,0,0,0,0,0,0,0,801,129,107,142,129,81,142,17,54,185,455,70,54,90,70,58,90,5,18,93,0,0,0,0,0,0,0,0,0,0,1256,199,161,232,199,139,232,22,72,278,2057,336,233,389,336,238,390,35,96,397,6069,1173,534,1184,1173,494,1186,65,256,1384
Oapam,Guerrero,sanchez-santiro,1778,-99.437222,17.952222,350,377,1001686,Nueva Espana,Curato,1777,1779,,Oapan,Tixtla,Mexico,Pueblo de indios,Mexico,San Agustin Oapan,None,None,San Agustin,6,,5269,,2002,5.5,2007.5,1,14,4,2,1,4,1,1,0,0,4,5255,1544,406,626,1544,340,625,55,115,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,1,4,1,1,0,0,4,5269,1548,408,627,1548,341,626,55,115,1548
Tepetlaoxtoc?,Mexico,sanchez-santiro,1778,-98.820278,19.573056,351,378,1001666,Nueva Espana,Curato,1777,1779,,Tepetlaoxtoc,Texcoco,Mexico,Pueblo de indios,Mexico,Magdalena Tepetlaoxtoc,None,None,Magdalena,6,,5096,,1178,350.5,1528.5,3,510,85,63,83,84,70,82,3,37,86,3994,717,348,819,717,287,819,103,184,1153,0,0,0,0,0,0,0,0,0,0,406,64,53,78,65,44,78,8,16,65,186,24,24,38,24,27,39,2,8,33,0,0,0,0,0,0,0,0,0,0,592,88,77,116,89,71,117,10,24,98,1102,173,140,199,173,141,199,13,61,184,5096,890,488,1018,890,428,1018,116,245,1337
Huejotla,Mexico,sanchez-santiro,1778,-98.871667,19.478889,352,379,1001652,Nueva Espana,Curato,1777,1779,,Huejotla,Texcoco,Mexico,Pueblo de indios,Mexico,San Luis Huejotla,None,None,San Luis,6,,1712,,438,88.5,526.5,3,72,12,9,9,12,15,8,0,4,16,1437,304,100,280,304,135,281,17,16,444,0,0,0,0,0,0,0,0,0,0,179,27,32,36,27,14,35,4,4,25,24,3,6,3,3,3,4,0,2,3,0,0,0,0,0,0,0,0,0,0,203,30,38,39,30,17,39,4,6,28,275,42,47,48,42,32,47,4,10,44,1712,346,147,328,346,167,328,21,26,488
Coatlichan,Mexico,sanchez-santiro,1778,-98.872222,19.448889,353,380,1001648,Nueva Espana,Curato,1777,1779,,Coatlinchan,Texcoco,Mexico,Pueblo de indios,Mexico,San Miguel Coatlinchan,None,None,San Miguel,6,,1442,,306.5,129.5,436,1,175,36,15,32,36,15,32,1,7,44,1018,217,70,202,217,36,203,19,54,290,0,0,0,0,0,0,0,0,0,0,164,31,23,32,31,10,31,3,3,35,85,16,9,18,16,3,19,1,3,20,0,0,0,0,0,0,0,0,0,0,249,47,32,50,47,13,50,4,6,55,424,83,47,82,83,28,82,5,13,99,1442,300,117,284,300,64,285,24,67,389
Chiautla,Mexico,sanchez-santiro,1778,-98.881944,19.548056,354,381,1001644,Nueva Espana,Curato,1777,1779,,Chiautla,Texcoco,Mexico,Pueblo de indios,Mexico,San Andres Chiautla,Chautla|,None,San Andres,6,,3481,,812,75.5,887.5,1,44,6,3,10,6,3,10,2,3,14,3187,538,191,781,538,218,782,48,91,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,44,17,61,43,11,62,3,9,66,0,0,0,0,0,0,0,0,0,0,250,44,17,61,43,11,62,3,9,66,294,50,20,71,49,14,72,5,12,80,3481,588,211,852,587,232,854,53,103,791
Acolman,Mexico,sanchez-santiro,1778,-98.909722,19.638333,355,382,1001635,Nueva Espana,Curato,1777,1779,,Acolman,Texcoco,Mexico,Pueblo de indios,Mexico,San Agustin Acolman,None,None,San Agustin,6,,5477,,1441,161,1602,3,166,35,12,31,35,16,31,0,3,35,4989,1075,247,1054,1075,175,1053,75,235,1313,0,0,0,0,0,0,0,0,0,0,176,61,4,14,61,7,15,9,5,61,146,15,13,36,15,17,36,5,9,2,0,0,0,0,0,0,0,0,0,0,322,76,17,50,76,24,51,14,14,63,488,111,29,81,111,40,82,14,17,98,5477,1186,276,1135,1186,215,1135,89,252,1411
Misquiahuan,Hidalgo,sanchez-santiro,1778,-99.213056,20.231111,356,383,1001618,Nueva Espana,Curato,1777,1779,,Mixquiahuala,Misquiaguala,Mexico,Pueblo de indios,Mexico,San Nicolas Mixquiahuala,None,None,San Nicolas,5,,2967,,676.5,256,932.5,5,331,50,41,53,50,58,54,8,12,75,2194,382,199,421,382,211,420,24,155,620,0,0,0,0,0,0,0,0,0,0,288,52,35,50,52,35,51,4,9,74,154,26,23,24,26,25,24,0,6,43,0,0,0,0,0,0,0,0,0,0,442,78,58,74,78,60,75,4,15,117,773,128,99,127,128,118,129,12,27,192,2967,510,298,548,510,329,549,36,182,812
Hueypuztla,Mexico,sanchez-santiro,1778,-99.076667,19.906389,357,384,1001617,Nueva Espana,Curato,1777,1779,,Hueypoxtla,Tetepango,Mexico,Pueblo de indios,Mexico,San Bartolome Hueypoxtla,None,None,San Bartolome,6,,2702,,866,284.5,1150.5,2,222,32,31,44,32,31,43,2,5,39,1737,597,161,2,597,142,3,48,187,701,0,0,0,0,0,0,0,0,0,0,520,74,42,119,74,67,118,10,16,108,223,40,23,35,40,45,35,1,4,40,0,0,0,0,0,0,0,0,0,0,743,114,65,154,114,112,153,11,20,148,965,146,96,198,146,143,196,13,25,187,2702,743,257,200,743,285,199,61,212,888
Atitalaquia,Hidalgo,sanchez-santiro,1778,-99.219722,20.059167,358,385,1001614,Nueva Espana,Curato,1777,1779,,Atitalaquia,Atitalaquia,Mexico,Pueblo de indios,Mexico,San Miguel Atitalaquia,None,None,San Miguel,5,,2564,,585,246,831,3,222,33,29,37,33,36,37,3,11,53,1817,320,234,324,320,225,323,19,52,390,0,0,0,0,0,0,0,0,0,0,416,70,49,72,70,59,73,3,20,86,109,11,21,17,11,25,16,3,5,20,0,0,0,0,0,0,0,0,0,0,525,81,70,89,81,84,89,6,25,106,747,114,99,126,114,120,126,9,36,159,2564,434,333,450,434,345,449,28,88,549
Jalatlaco,Mexico,sanchez-santiro,1778,-99.416389,19.181111,359,386,1001580,Nueva Espana,Curato,1777,1779,,Xalatlaco,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,Asuncion Xalatlaco,None,None,Asuncion,6,,4794,,1266,385,1651,2,665,124,56,128,123,78,127,4,23,150,3571,1004,141,519,1004,153,520,47,183,1091,0,0,0,0,0,0,0,0,0,0,276,57,25,52,57,22,51,3,9,70,282,48,31,47,47,33,48,10,18,72,0,0,0,0,0,0,0,0,0,0,558,105,56,99,104,55,99,13,27,142,1223,229,112,227,227,133,226,17,50,292,4794,1233,253,746,1231,286,746,64,233,1383
Tescaliacac,Mexico,sanchez-santiro,1778,-99.501389,19.131111,360,387,1001573,Nueva Espana,Curato,1777,1779,,Texcalyacac,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,San Mateo Texcalyacac,Tescaliacac|,None,San Mateo,6,,3757,,1425,23.5,1448.5,2,22,5,2,2,4,2,2,1,2,10,3684,956,211,417,956,478,417,59,190,769,0,0,0,0,0,0,0,0,0,0,20,2,1,3,2,4,3,1,4,7,31,5,1,8,5,2,7,1,2,5,0,0,0,0,0,0,0,0,0,0,51,7,2,11,7,6,10,2,6,12,73,12,4,13,11,8,12,3,8,22,3757,968,215,430,967,486,429,62,198,791
Tepexoyuca,Mexico,sanchez-santiro,1778,-99.456111,19.266667,361,388,1001571,Nueva Espana,Curato,1777,1779,,Tepexoyuca,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,Asuncion Tepexoyuca,Tepexoxuca|,None,Asuncion,6,,5585,,1650.5,315,1965.5,2,476,90,73,67,90,67,68,6,13,111,4702,1199,332,700,1199,331,701,41,199,1437,0,0,0,0,0,0,0,0,0,0,407,73,61,58,73,60,58,3,21,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,73,61,58,73,60,58,3,21,102,883,163,134,125,163,127,126,9,34,213,5585,1362,466,825,1362,458,827,50,233,1650
Ozolotepec,Mexico,sanchez-santiro,1778,-99.557778,19.431944,362,389,1001563,Nueva Espana,Curato,1777,1779,,Oxolotepec,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,San Bartolome Oxolotepec (Villa Cuauhtemoc),Otzolotepec|,Villa Cuahtemoc,San Bartolome,6,,5408,,1450.5,327,1777.5,3,607,106,74,122,106,49,123,5,19,114,4348,1165,246,724,1165,183,723,54,88,1299,0,0,0,0,0,0,0,0,0,0,369,67,50,65,67,40,65,4,11,55,84,14,14,14,14,10,14,3,1,16,0,0,0,0,0,0,0,0,0,0,453,81,64,79,81,50,79,7,12,71,1060,187,138,201,187,99,202,12,31,185,5408,1352,384,925,1352,282,925,66,119,1484
Ocoyoacan,Mexico,sanchez-santiro,1778,-99.461944,19.272222,363,390,1001562,Nueva Espana,Curato,1777,1779,,Ocoyoacac,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,San Martin Ocoyoacac,None,None,San Martin,6,,4742,,1455.5,202,1657.5,3,290,45,40,53,45,33,54,7,10,45,4174,1197,102,632,1197,150,631,105,160,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,75,32,27,75,30,27,5,7,75,0,0,0,0,0,0,0,0,0,0,278,75,32,27,75,30,27,5,7,75,568,120,72,80,120,63,81,12,17,120,4742,1317,174,712,1317,213,712,117,177,1317
Capuluac,Mexico,sanchez-santiro,1778,-99.464722,19.191667,364,391,1001545,Nueva Espana,Curato,1777,1779,,Capulhuac,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,San Bartolome Capulhuac,None,None,San Bartolome,6,,5585,,1650.5,315,1965.5,2,476,90,73,67,90,67,68,6,13,111,4702,1199,332,700,1199,331,701,41,199,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,73,61,58,73,60,58,3,21,102,0,0,0,0,0,0,0,0,0,0,407,73,61,58,73,60,58,3,21,102,883,163,134,125,163,127,126,9,34,213,5585,1362,466,825,1362,458,827,50,233,1650
Calimaya,Mexico,sanchez-santiro,1778,-99.579722,19.146389,365,392,1001544,Nueva Espana,Curato,1777,1779,,Calimaya,Metepec-Tenango,Mexico,Pueblo de indios,Mexico,Asuncion Calimaya (Rayon),None,Raon,Asuncion,6,,8637,,2090.5,638,2728.5,4,877,154,64,189,154,74,190,11,37,154,6357,1739,188,1088,1739,173,1088,88,254,1733,0,0,0,0,0,0,0,0,0,0,1188,216,64,267,216,90,268,14,53,216,215,40,18,43,40,20,43,3,8,40,0,0,0,0,0,0,0,0,0,0,1403,256,82,310,256,110,311,17,61,256,2280,410,146,499,410,184,501,28,98,410,8637,2149,334,1587,2149,357,1589,116,352,2143
Tejupilco,Mexico,sanchez-santiro,1778,-100.152778,18.905833,366,393,1001521,Nueva Espana,Curato,1777,1779,,Tejupilco,Temascaltepec,Mexico,Pueblo de indios,Mexico,San Pedro Tejupilco,None,None,San Pedro,6,,11089,,1795,1443.5,3238.5,2,1609,266,205,353,266,100,354,18,45,266,6167,1161,317,1288,1161,110,1289,560,281,1151,0,0,0,0,0,0,0,0,0,0,799,117,53,201,117,80,200,9,22,121,2514,476,246,462,476,270,463,67,54,476,0,0,0,0,0,0,0,0,0,0,3313,593,299,663,593,350,663,76,76,597,4922,859,504,1016,859,450,1017,94,121,863,11089,2020,821,2304,2020,560,2306,654,402,2014
Valle de Temascaltepec,Mexico,sanchez-santiro,1778,-100.130556,19.1925,367,394,1001512,Nueva Espana,Curato,1777,1779,,Temascaltepec del Valle,Temascaltepec,Mexico,Pueblo de indios,Mexico,San Francisco del Valle,None,Valle de Bravo,None,6,,6051,,1074.5,858.5,1933,3,750,117,127,116,117,109,116,6,39,161,3338,753,225,595,753,258,594,42,118,963,0,0,0,0,0,0,0,0,0,0,767,126,129,127,126,90,127,5,37,168,1196,161,158,253,162,161,253,20,28,211,0,0,0,0,0,0,0,0,0,0,1963,287,287,380,288,251,380,25,65,379,2713,404,414,496,405,360,496,31,104,540,6051,1157,639,1091,1158,618,1090,73,222,1503
Ozoloapam,Mexico,sanchez-santiro,1778,-100.295,19.116944,368,395,1001505,Nueva Espana,Curato,1777,1779,,Otzoloapan,Temascaltepec,Mexico,Pueblo de indios,Mexico,San Martin Otzoloapan,Ozoloapan|,None,San Martin,6,,2666,,435,355.5,790.5,1,282,57,28,54,57,23,54,5,3,54,1468,295,108,298,296,87,299,34,51,346,0,0,0,0,0,0,0,0,0,0,312,63,34,56,63,23,56,5,12,74,604,100,59,133,100,49,133,4,26,122,0,0,0,0,0,0,0,0,0,0,916,163,93,189,163,72,189,9,38,196,1198,220,121,243,220,95,243,14,41,250,2666,515,229,541,516,182,542,48,92,596
Amatepec-Tlatlaya,Mexico,sanchez-santiro,1778,-100.185833,18.682222,369,396,1001487,Nueva Espana,Curato,1777,1779,,Amatepec,Sultepec,Mexico,Pueblo de indios,Mexico,San Gaspar Amatepec,Tlatlaya|,None,San Gaspar,5,,6725,,1605,386.5,1991.5,2,285,44,49,50,44,34,50,8,4,53,5465,1260,251,1127,1261,255,1127,50,134,1382,0,0,0,0,0,0,0,0,0,0,136,24,12,29,24,12,29,3,3,28,839,142,103,163,142,76,164,12,37,202,0,0,0,0,0,0,0,0,0,0,975,166,115,192,166,88,193,15,40,230,1260,210,164,242,210,122,243,23,44,283,6725,1470,415,1369,1471,377,1370,73,178,1665
Zultepec,Mexico,sanchez-santiro,1778,-99.98248251,18.86462271,370,397,1001480,Nueva Espana,Curato,1777,1779,,Sultepec,Sultepec,Mexico,Real de minas,Mexico,Sultepec,None,None,None,4,,14665,,2495,2474,4969,8,2824,531,328,518,531,238,518,38,114,543,6971,1653,654,990,1653,698,991,83,249,1562,0,0,0,0,0,0,0,0,0,0,3642,801,392,619,801,257,619,42,111,1003,1228,154,164,232,154,176,232,29,87,198,0,0,0,0,0,0,0,0,0,0,4870,955,556,851,955,433,851,71,198,1201,7694,1486,884,1369,1486,671,1369,109,312,1744,14665,3139,1538,2359,3139,1369,2360,192,561,3306
